"gene","uniprot","name","description","namespace"
"COX6A1","P12074","COX6A1","cytochrome c oxidase subunit 6A1 [Source:HGNC Symbol;Acc:HGNC:2277]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX6A2","Q02221","COX6A2","cytochrome c oxidase subunit 6A2 [Source:HGNC Symbol;Acc:HGNC:2279]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX6B1","P14854","COX6B1","cytochrome c oxidase subunit 6B1 [Source:HGNC Symbol;Acc:HGNC:2280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX6B2","Q6YFQ2","COX6B2","cytochrome c oxidase subunit 6B2 [Source:HGNC Symbol;Acc:HGNC:24380]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX6C","P09669","COX6C","cytochrome c oxidase subunit 6C [Source:HGNC Symbol;Acc:HGNC:2285]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX7A1","P24310","COX7A1","cytochrome c oxidase subunit 7A1 [Source:HGNC Symbol;Acc:HGNC:2287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX7A2","P14406","COX7A2","cytochrome c oxidase subunit 7A2 [Source:HGNC Symbol;Acc:HGNC:2288]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX7A2L","O14548","COX7A2L","cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX7B","P24311","COX7B","cytochrome c oxidase subunit 7B [Source:HGNC Symbol;Acc:HGNC:2291]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX7B2","Q8TF08","COX7B2","cytochrome c oxidase subunit 7B2 [Source:HGNC Symbol;Acc:HGNC:24381]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX7C","P15954","COX7C","cytochrome c oxidase subunit 7C [Source:HGNC Symbol;Acc:HGNC:2292]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX8A","P10176","COX8A","cytochrome c oxidase subunit 8A [Source:HGNC Symbol;Acc:HGNC:2294]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX8C","Q7Z4L0","COX8C","cytochrome c oxidase subunit 8C [Source:HGNC Symbol;Acc:HGNC:24382]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPNE3","O75131","CPNE3","copine 3 [Source:HGNC Symbol;Acc:HGNC:2316]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPOX","P36551","CPOX","coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPS1","P31327","CPS1","carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPT1A","P50416","CPT1A","carnitine palmitoyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:2328]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPT1B","Q92523","CPT1B","carnitine palmitoyltransferase 1B [Source:HGNC Symbol;Acc:HGNC:2329]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPT1C","Q8TCG5","CPT1C","carnitine palmitoyltransferase 1C [Source:HGNC Symbol;Acc:HGNC:18540]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPT2","P23786","CPT2","carnitine palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:2330]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRAT","P43155","CRAT","carnitine O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2342]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CREB3L4","Q8TEY5","CREB3L4","cAMP responsive element binding protein 3 like 4 [Source:HGNC Symbol;Acc:HGNC:18854]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CREBZF","Q9NS37","CREBZF","CREB/ATF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:24905]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRLS1","Q9UJA2","CRLS1","cardiolipin synthase 1 [Source:HGNC Symbol;Acc:HGNC:16148]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRY1","Q16526","CRY1","cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRY2","Q49AN0","CRY2","cryptochrome circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:2385]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRYAB","P02511","CRYAB","crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRYM","Q14894","CRYM","crystallin mu [Source:HGNC Symbol;Acc:HGNC:2418]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CS","O75390","CS","citrate synthase [Source:HGNC Symbol;Acc:HGNC:2422]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSKMT","A8MUP2","CSKMT","citrate synthase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:33113]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CWC15","Q9P013","CWC15","CWC15 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:26939]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYB5A","P00167","CYB5A","cytochrome b5 type A [Source:HGNC Symbol;Acc:HGNC:2570]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYB5B","O43169","CYB5B","cytochrome b5 type B [Source:HGNC Symbol;Acc:HGNC:24374]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYB5R1","Q9UHQ9","CYB5R1","cytochrome b5 reductase 1 [Source:HGNC Symbol;Acc:HGNC:13397]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYB5R2","Q6BCY4","CYB5R2","cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:HGNC:24376]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYB5R3","P00387","CYB5R3","cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:HGNC:2873]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYC1","P08574","CYC1","cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYCS","P99999","CYCS","cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP11A1","P05108","CYP11A1","cytochrome P450 family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2590]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP11B1","P15538","CYP11B1","cytochrome P450 family 11 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2591]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP11B2","P19099","CYP11B2","cytochrome P450 family 11 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:2592]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP1A1","P04798","CYP1A1","cytochrome P450 family 1 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2595]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP1B1","Q16678","CYP1B1","cytochrome P450 family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2597]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP24A1","Q07973","CYP24A1","cytochrome P450 family 24 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2602]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP27A1","Q02318","CYP27A1","cytochrome P450 family 27 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2605]","DBASS5,ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP27B1","O15528","CYP27B1","cytochrome P450 family 27 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2606]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP27C1","Q4G0S4","CYP27C1","cytochrome P450 family 27 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:33480]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP2D6","P10635","CYP2D6","cytochrome P450 family 2 subfamily D member 6 [Source:HGNC Symbol;Acc:HGNC:2625]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP2D7","None","None","None",""
"CYP2E1","P05181","CYP2E1","cytochrome P450 family 2 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:2631]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP2U1","Q7Z449","CYP2U1","cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYRIB","Q9NUQ9","CYRIB","CYFIP related Rac1 interactor B [Source:HGNC Symbol;Acc:HGNC:25216]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"D2HGDH","Q8N465","D2HGDH","D-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:28358]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DAO","P14920","DAO","D-amino acid oxidase [Source:HGNC Symbol;Acc:HGNC:2671]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DAOA","P59103","DAOA","D-amino acid oxidase activator [Source:HGNC Symbol;Acc:HGNC:21191]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DAP3","P51398","DAP3","death associated protein 3 [Source:HGNC Symbol;Acc:HGNC:2673]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DARS2","Q6PI48","DARS2","aspartyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25538]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DBT","P11182","DBT","dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCAF8","Q5TAQ9","DCAF8","DDB1 and CUL4 associated factor 8 [Source:HGNC Symbol;Acc:HGNC:24891]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCK","P27707","DCK","deoxycytidine kinase [Source:HGNC Symbol;Acc:HGNC:2704]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCPS","Q96C86","DCPS","decapping enzyme, scavenger [Source:HGNC Symbol;Acc:HGNC:29812]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCTPP1","Q9H773","DCTPP1","dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDAH2","O95865","DDAH2","dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:2716]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDIT4","Q9NX09","DDIT4","DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX1","Q92499","DDX1","DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX21","Q9NR30","DDX21","DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX28","Q9NUL7","DDX28","DEAD-box helicase 28 [Source:HGNC Symbol;Acc:HGNC:17330]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DECR1","Q16698","DECR1","2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DEGS1","O15121","DEGS1","delta 4-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:HGNC:13709]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DELE1","Q14154","DELE1","DAP3 binding cell death enhancer 1 [Source:HGNC Symbol;Acc:HGNC:28969]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DEPP1","Q9NTK1","DEPP1","DEPP autophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:23355]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGAT2","Q96PD7","DGAT2","diacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16940]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGLUCY","Q7Z3D6","DGLUCY","D-glutamate cyclase [Source:HGNC Symbol;Acc:HGNC:20498]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGUOK","Q16854","DGUOK","deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHFR","P00374","DHFR","dihydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:2861]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHFR2","Q86XF0","DHFR2","dihydrofolate reductase 2 [Source:HGNC Symbol;Acc:HGNC:27309]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHODH","Q02127","DHODH","dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:HGNC:2867]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHRS2","Q13268","DHRS2","dehydrogenase/reductase 2 [Source:HGNC Symbol;Acc:HGNC:18349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHRS4","Q9BTZ2","DHRS4","dehydrogenase/reductase 4 [Source:HGNC Symbol;Acc:HGNC:16985]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHTKD1","Q96HY7","DHTKD1","dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHX30","Q7L2E3","DHX30","DExH-box helicase 30 [Source:HGNC Symbol;Acc:HGNC:16716]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHX32","Q7L7V1","DHX32","DEAH-box helicase 32 (putative) [Source:HGNC Symbol;Acc:HGNC:16717]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHX36","Q9H2U1","DHX36","DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DIABLO","Q9NR28","DIABLO","diablo IAP-binding mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:21528]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DIP2A","Q14689","DIP2A","disco interacting protein 2 homolog A [Source:HGNC Symbol;Acc:HGNC:17217]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DISC1","Q9NRI5","DISC1","DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DLAT","P10515","DLAT","dihydrolipoamide S-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2896]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DLD","P09622","DLD","dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:HGNC:2898]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DLG4","P78352","DLG4","discs large MAGUK scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:2903]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DLST","P36957","DLST","dihydrolipoamide S-succinyltransferase [Source:HGNC Symbol;Acc:HGNC:2911]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DMAC1","Q96GE9","DMAC1","distal membrane arm assembly component 1 [Source:HGNC Symbol;Acc:HGNC:30536]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"DMAC2L","Q99766","DMAC2L","distal membrane arm assembly component 2 like [Source:HGNC Symbol;Acc:HGNC:18799]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DMGDH","Q9UI17","DMGDH","dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DMPK","Q09013","DMPK","DM1 protein kinase [Source:HGNC Symbol;Acc:HGNC:2933]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNA2","P51530","DNA2","DNA replication helicase/nuclease 2 [Source:HGNC Symbol;Acc:HGNC:2939]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJA1","P31689","DNAJA1","DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol;Acc:HGNC:5229]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJA3","Q96EY1","DNAJA3","DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJC11","Q9NVH1","DNAJC11","DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJC15","Q9Y5T4","DNAJC15","DnaJ heat shock protein family (Hsp40) member C15 [Source:HGNC Symbol;Acc:HGNC:20325]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJC19","Q96DA6","DNAJC19","DnaJ heat shock protein family (Hsp40) member C19 [Source:HGNC Symbol;Acc:HGNC:30528]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJC30","Q96LL9","DNAJC30","DnaJ heat shock protein family (Hsp40) member C30 [Source:HGNC Symbol;Acc:HGNC:16410]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJC5","Q9H3Z4","DNAJC5","DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNLZ","Q5SXM8","DNLZ","DNL-type zinc finger [Source:HGNC Symbol;Acc:HGNC:33879]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNM1L","O00429","DNM1L","dynamin 1 like [Source:HGNC Symbol;Acc:HGNC:2973]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DOK7","Q18PE1","DOK7","docking protein 7 [Source:HGNC Symbol;Acc:HGNC:26594]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DTYMK","P23919","DTYMK","deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUSP18","Q8NEJ0","DUSP18","dual specificity phosphatase 18 [Source:HGNC Symbol;Acc:HGNC:18484]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUSP21","Q9H596","DUSP21","dual specificity phosphatase 21 [Source:HGNC Symbol;Acc:HGNC:20476]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUT","P33316","DUT","deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DYNLL1","P63167","DYNLL1","dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EARS2","Q5JPH6","EARS2","glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ECH1","Q13011","ECH1","enoyl-CoA hydratase 1 [Source:HGNC Symbol;Acc:HGNC:3149]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ECHDC2","Q86YB7","ECHDC2","enoyl-CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ECHDC3","Q96DC8","ECHDC3","enoyl-CoA hydratase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23489]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ECHS1","P30084","ECHS1","enoyl-CoA hydratase, short chain 1 [Source:HGNC Symbol;Acc:HGNC:3151]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ECI1","P42126","ECI1","enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:2703]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ECI2","O75521","ECI2","enoyl-CoA delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:14601]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ECSIT","Q9BQ95","ECSIT","ECSIT signaling integrator [Source:HGNC Symbol;Acc:HGNC:29548]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EFHD1","Q9BUP0","EFHD1","EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELAC2","Q9BQ52","ELAC2","elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELK1","P19419","ELK1","ETS transcription factor ELK1 [Source:HGNC Symbol;Acc:HGNC:3321]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELK3","P41970","ELK3","ETS transcription factor ELK3 [Source:HGNC Symbol;Acc:HGNC:3325]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENDOG","Q14249","ENDOG","endonuclease G [Source:HGNC Symbol;Acc:HGNC:3346]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENOSF1","Q7L5Y1","ENOSF1","enolase superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:30365]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENY2","Q9NPA8","ENY2","ENY2 transcription and export complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:24449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPHA4","P54764","EPHA4","EPH receptor A4 [Source:HGNC Symbol;Acc:HGNC:3388]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERAL1","O75616","ERAL1","Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERBB4","Q15303","ERBB4","erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERCC6L2","Q5T890","ERCC6L2","ERCC excision repair 6 like 2 [Source:HGNC Symbol;Acc:HGNC:26922]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","O75460","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ESR2","Q92731","ESR2","estrogen receptor 2 [Source:HGNC Symbol;Acc:HGNC:3468]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETFA","P13804","ETFA","electron transfer flavoprotein subunit alpha [Source:HGNC Symbol;Acc:HGNC:3481]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETFB","P38117","ETFB","electron transfer flavoprotein subunit beta [Source:HGNC Symbol;Acc:HGNC:3482]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETFBKMT","Q8IXQ9","ETFBKMT","electron transfer flavoprotein subunit beta lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:28739]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETFDH","Q16134","ETFDH","electron transfer flavoprotein dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3483]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETFRF1","Q6IPR1","ETFRF1","electron transfer flavoprotein regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:27052]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETHE1","O95571","ETHE1","ETHE1 persulfide dioxygenase [Source:HGNC Symbol;Acc:HGNC:23287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETNPPL","Q8TBG4","ETNPPL","ethanolamine-phosphate phospho-lyase [Source:HGNC Symbol;Acc:HGNC:14404]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXD2","Q9NVH0","EXD2","exonuclease 3'-5' domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20217]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOG","Q9Y2C4","EXOG","exo/endonuclease G [Source:HGNC Symbol;Acc:HGNC:3347]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
