"gene","uniprot","name","description","namespace"
"CETN2","P41208","CETN2","centrin 2 [Source:HGNC Symbol;Acc:HGNC:1867]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CETN3","O15182","CETN3","centrin 3 [Source:HGNC Symbol;Acc:HGNC:1868]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CGREF1","Q99674","CGREF1","cell growth regulator with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:16962]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CGRRF1","Q99675","CGRRF1","cell growth regulator with ring finger domain 1 [Source:HGNC Symbol;Acc:HGNC:15528]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHAF1A","Q13111","CHAF1A","chromatin assembly factor 1 subunit A [Source:HGNC Symbol;Acc:HGNC:1910]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHAF1B","Q13112","CHAF1B","chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHEK2","O96017","CHEK2","checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHFR","Q96EP1","CHFR","checkpoint with forkhead and ring finger domains [Source:HGNC Symbol;Acc:HGNC:20455]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHMP1A","Q9HD42","CHMP1A","charged multivesicular body protein 1A [Source:HGNC Symbol;Acc:HGNC:8740]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHMP1B","Q7LBR1","CHMP1B","charged multivesicular body protein 1B [Source:HGNC Symbol;Acc:HGNC:24287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHTF18","Q8WVB6","CHTF18","chromosome transmission fidelity factor 18 [Source:HGNC Symbol;Acc:HGNC:18435]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CIB1","Q99828","CIB1","calcium and integrin binding 1 [Source:HGNC Symbol;Acc:HGNC:16920]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CINP","Q9BW66","CINP","cyclin dependent kinase 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:23789]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CIT","O14578","CIT","citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CKAP5","Q14008","CKAP5","cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CKS1B","P61024","CKS1B","CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CKS2","P33552","CKS2","CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLASP1","Q7Z460","CLASP1","cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLASP2","O75122","CLASP2","cytoplasmic linker associated protein 2 [Source:HGNC Symbol;Acc:HGNC:17078]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLIP1","P30622","CLIP1","CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLTA","P09496","CLTA","clathrin light chain A [Source:HGNC Symbol;Acc:HGNC:2090]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLTC","Q00610","CLTC","clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLTCL1","P53675","CLTCL1","clathrin heavy chain like 1 [Source:HGNC Symbol;Acc:HGNC:2093]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNTRL","Q7Z7A1","CNTRL","centriolin [Source:HGNC Symbol;Acc:HGNC:1858]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CREBL2","O60519","CREBL2","cAMP responsive element binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:2350]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSNK1A1","P48729","CSNK1A1","casein kinase 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2451]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSNK2A1","P68400","CSNK2A1","casein kinase 2 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2457]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSNK2A2","P19784","CSNK2A2","casein kinase 2 alpha 2 [Source:HGNC Symbol;Acc:HGNC:2459]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTCFL","Q8NI51","CTCFL","CCCTC-binding factor like [Source:HGNC Symbol;Acc:HGNC:16234]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTDP1","Q9Y5B0","CTDP1","CTD phosphatase subunit 1 [Source:HGNC Symbol;Acc:HGNC:2498]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CUL3","Q13618","CUL3","cullin 3 [Source:HGNC Symbol;Acc:HGNC:2553]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CUZD1","Q86UP6","CUZD1","CUB and zona pellucida like domains 1 [Source:HGNC Symbol;Acc:HGNC:17937]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYLD","Q9NQC7","CYLD","CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DAB2IP","Q5VWQ8","DAB2IP","DAB2 interacting protein [Source:HGNC Symbol;Acc:HGNC:17294]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DBF4B","Q8NFT6","DBF4B","DBF4 zinc finger B [Source:HGNC Symbol;Acc:HGNC:17883]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCDC1","M0R2J8","DCDC1","doublecortin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20625]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCLRE1A","Q6PJP8","DCLRE1A","DNA cross-link repair 1A [Source:HGNC Symbol;Acc:HGNC:17660]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCT","P40126","DCT","dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2709]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCTN1","Q14203","DCTN1","dynactin subunit 1 [Source:HGNC Symbol;Acc:HGNC:2711]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCTN3","O75935","DCTN3","dynactin subunit 3 [Source:HGNC Symbol;Acc:HGNC:2713]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDIAS","Q8IXT1","DDIAS","DNA damage induced apoptosis suppressor [Source:HGNC Symbol;Acc:HGNC:26351]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDIT3","P35638","DDIT3","DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDIT3","P0DPQ6","None","novel protein","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DIS3L2","Q8IYB7","DIS3L2","DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DIXDC1","Q155Q3","DIXDC1","DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DMC1","Q14565","DMC1","DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DMTF1","Q9Y222","DMTF1","cyclin D binding myb like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:14603]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNMT3A","Q9Y6K1","DNMT3A","DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DSN1","Q9H410","DSN1","DSN1 component of MIS12 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:16165]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUSP1","P28562","DUSP1","dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUSP13B","Q9UII6","DUSP13B","dual specificity phosphatase 13B [Source:HGNC Symbol;Acc:HGNC:19681]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"DYNC1H1","Q14204","DYNC1H1","dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DYNC1LI1","Q9Y6G9","DYNC1LI1","dynein cytoplasmic 1 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:18745]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DYNLT1","P63172","DYNLT1","dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DYNLT3","P51808","DYNLT3","dynein light chain Tctex-type 3 [Source:HGNC Symbol;Acc:HGNC:11694]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DYRK3","O43781","DYRK3","dual specificity tyrosine phosphorylation regulated kinase 3 [Source:HGNC Symbol;Acc:HGNC:3094]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"E2F8","A0AVK6","E2F8","E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"E4F1","Q66K89","E4F1","E4F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3121]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EDNRA","P25101","EDNRA","endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EID1","Q9Y6B2","EID1","EP300 interacting inhibitor of differentiation 1 [Source:HGNC Symbol;Acc:HGNC:1191]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF2AK4","Q9P2K8","EIF2AK4","eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:HGNC:19687]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EML3","Q32P44","EML3","EMAP like 3 [Source:HGNC Symbol;Acc:HGNC:26666]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EML4","Q9HC35","EML4","EMAP like 4 [Source:HGNC Symbol;Acc:HGNC:1316]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENSA","O43768","ENSA","endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENTR1","Q96C92","ENTR1","endosome associated trafficking regulator 1 [Source:HGNC Symbol;Acc:HGNC:10667]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EP300","Q09472","EP300","E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPB41","P11171","EPB41","erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPB41L2","O43491","EPB41L2","erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERCC2","P18074","ERCC2","ERCC excision repair 2, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3434]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERCC6L","Q2NKX8","ERCC6L","ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERH","P84090","ERH","ERH mRNA splicing and mitosis factor [Source:HGNC Symbol;Acc:HGNC:3447]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ESRRB","O95718","ESRRB","estrogen related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EVI5","O60447","EVI5","ecotropic viral integration site 5 [Source:HGNC Symbol;Acc:HGNC:3501]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXD1","Q8NHP7","EXD1","exonuclease 3'-5' domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28507]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXO1","Q9UQ84","EXO1","exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXT1","Q16394","EXT1","exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM107A","O95990","FAM107A","family with sequence similarity 107 member A [Source:HGNC Symbol;Acc:HGNC:30827]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM32A","Q9Y421","FAM32A","family with sequence similarity 32 member A [Source:HGNC Symbol;Acc:HGNC:24563]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM83D","Q9H4H8","FAM83D","family with sequence similarity 83 member D [Source:HGNC Symbol;Acc:HGNC:16122]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM9A","Q8IZU1","FAM9A","family with sequence similarity 9 member A [Source:HGNC Symbol;Acc:HGNC:18403]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM9B","Q8IZU0","FAM9B","family with sequence similarity 9 member B [Source:HGNC Symbol;Acc:HGNC:18404]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM9C","Q8IZT9","FAM9C","family with sequence similarity 9 member C [Source:HGNC Symbol;Acc:HGNC:18405]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FANCI","Q9NVI1","FANCI","FA complementation group I [Source:HGNC Symbol;Acc:HGNC:25568]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXL7","Q9UJT9","FBXL7","F-box and leucine rich repeat protein 7 [Source:HGNC Symbol;Acc:HGNC:13604]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXO43","Q4G163","FBXO43","F-box protein 43 [Source:HGNC Symbol;Acc:HGNC:28521]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXO5","Q9UKT4","FBXO5","F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FGFR2","P21802","FGFR2","fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FIGN","Q5HY92","FIGN","fidgetin, microtubule severing factor [Source:HGNC Symbol;Acc:HGNC:13285]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FIRRM","Q9NSG2","FIRRM","FIGNL1 interacting regulator of recombination and mitosis [Source:HGNC Symbol;Acc:HGNC:25565]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"FKBP6","O75344","FKBP6","FKBP prolyl isomerase family member 6 (inactive) [Source:HGNC Symbol;Acc:HGNC:3722]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FSD1","Q9BTV5","FSD1","fibronectin type III and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13745]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FUT10","Q6P4F1","FUT10","fucosyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19234]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FZD7","O75084","FZD7","frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FZR1","Q9UM11","FZR1","fizzy and cell division cycle 20 related 1 [Source:HGNC Symbol;Acc:HGNC:24824]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GADD45GIP1","Q8TAE8","GADD45GIP1","GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAK","O14976","GAK","cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAS1","P54826","GAS1","growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAS2","O43903","GAS2","growth arrest specific 2 [Source:HGNC Symbol;Acc:HGNC:4167]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GEM","P55040","GEM","GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GMNC","A6NCL1","GMNC","geminin coiled-coil domain containing [Source:HGNC Symbol;Acc:HGNC:40049]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNAI1","P63096","GNAI1","G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNAI2","P04899","GNAI2","G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNAI3","P08754","GNAI3","G protein subunit alpha i3 [Source:HGNC Symbol;Acc:HGNC:4387]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNL3","Q9BVP2","GNL3","G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GOLGA2","Q08379","GOLGA2","golgin A2 [Source:HGNC Symbol;Acc:HGNC:4425]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPER1","Q99527","GPER1","G protein-coupled estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:4485]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPSM2","P81274","GPSM2","G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29501]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GSPT2","Q8IYD1","GSPT2","G1 to S phase transition 2 [Source:HGNC Symbol;Acc:HGNC:4622]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"H1-8","Q8IZA3","H1-8","H1.8 linker histone [Source:HGNC Symbol;Acc:HGNC:18463]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"H2AX","P16104","H2AX","H2A.X variant histone [Source:HGNC Symbol;Acc:HGNC:4739]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HACE1","Q8IYU2","HACE1","HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21033]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HASPIN","Q8TF76","HASPIN","histone H3 associated protein kinase [Source:HGNC Symbol;Acc:HGNC:19682]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAUS1","Q96CS2","HAUS1","HAUS augmin like complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25174]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAUS2","Q9NVX0","HAUS2","HAUS augmin like complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAUS3","Q68CZ6","HAUS3","HAUS augmin like complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:28719]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAUS4","Q9H6D7","HAUS4","HAUS augmin like complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:20163]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAUS5","O94927","HAUS5","HAUS augmin like complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29130]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAUS6","Q7Z4H7","HAUS6","HAUS augmin like complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAUS7","Q99871","HAUS7","HAUS augmin like complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:32979]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAUS8","Q9BT25","HAUS8","HAUS augmin like complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:30532]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HCFC1","P51610","HCFC1","host cell factor C1 [Source:HGNC Symbol;Acc:HGNC:4839]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HELLS","Q9NRZ9","HELLS","helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HEPACAM","Q14CZ8","HEPACAM","hepatic and glial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:26361]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HEPACAM2","A8MVW5","HEPACAM2","HEPACAM family member 2 [Source:HGNC Symbol;Acc:HGNC:27364]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HGF","P14210","HGF","hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HMCN1","Q96RW7","HMCN1","hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HMG20B","Q9P0W2","HMG20B","high mobility group 20B [Source:HGNC Symbol;Acc:HGNC:5002]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HMGA2","P52926","HMGA2","high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HNRNPU","Q00839","HNRNPU","heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HORMAD1","Q86X24","HORMAD1","HORMA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25245]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HORMAD2","Q8N7B1","HORMAD2","HORMA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28383]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HOXB4","P17483","HOXB4","homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IK","Q13123","IK","IK cytokine [Source:HGNC Symbol;Acc:HGNC:5958]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IKZF1","Q13422","IKZF1","IKAROS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13176]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INCENP","Q9NQS7","INCENP","inner centromere protein [Source:HGNC Symbol;Acc:HGNC:6058]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ING1","Q9UK53","ING1","inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ING2","Q9H160","ING2","inhibitor of growth family member 2 [Source:HGNC Symbol;Acc:HGNC:6063]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ING4","Q9UNL4","ING4","inhibitor of growth family member 4 [Source:HGNC Symbol;Acc:HGNC:19423]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INO80","Q9ULG1","INO80","INO80 complex ATPase subunit [Source:HGNC Symbol;Acc:HGNC:26956]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INSC","Q1MX18","INSC","INSC spindle orientation adaptor protein [Source:HGNC Symbol;Acc:HGNC:33116]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INSM1","Q01101","INSM1","INSM transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:6090]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INTS13","Q9NVM9","INTS13","integrator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:20174]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
